# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb 20 13:06:31 2020
#
# COLUMN epic_name:      EPIC Name
# COLUMN tm_name:        2MASS Designation
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_fppprob:     False Positive Probability
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_bj:          B-band (Johnson) [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_us:          u-band (Sloan) [mag]
# COLUMN st_gs:          g-band (Sloan) [mag]
# COLUMN st_rs:          r-band (Sloan) [mag]
# COLUMN st_is:          i-band (Sloan) [mag]
# COLUMN st_zs:          z-band (Sloan) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_h2:          H-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_bmvj:        B-V (Johnson) [mag]
# COLUMN st_jmh2:        J-H (2MASS) [mag]
# COLUMN st_hmk2:        H-Ks (2MASS) [mag]
# COLUMN st_jmk2:        J-Ks (2MASS) [mag]
#
rowid,epic_name,tm_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,pl_fppprob,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini,st_kep,st_bj,st_vj,st_us,st_gs,st_rs,st_is,st_zs,st_j2,st_h2,st_k2,st_wise1,st_wise2,st_wise3,st_wise4,st_bmvj,st_jmh2,st_hmk2,st_jmk2
1598,EPIC 211923431,2MASS J08314496+1904288,EPIC 211923431.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,5,0,08h31m44.97s,127.937355,+19d04m28.7s,19.074640,29.72900000,2457143.824000,0.067000,0.2082500,0.1960,,,0.02588,,,,,,,,,,,,,14.101,15.043,14.303,,14.625,14.116,13.877,,12.927,12.491,12.435,12.371,12.396,12.075,8.624,0.740,0.436,0.056,0.492
1599,EPIC 211924657,2MASS J08400641+1905346,EPIC 211924657.01,K2-146 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,5,1,08h40m06.43s,130.026779,+19d05m34.4s,19.092878,2.64352800,2457142.006280,0.386000,0.0550000,,,14.000000,0.05950,1.470,,,,,,,,,,0.23,,15.031,17.873,16.248,,16.939,15.565,14.213,,12.183,11.605,11.370,11.175,11.030,10.980,8.451,1.625,0.578,0.235,0.813
1600,EPIC 211924657,2MASS J08400641+1905346,EPIC 211924657.01,K2-146 b,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017arXiv170307416D/abstract target=ref>Dressing et al. 2017</a>,CONFIRMED,,5,0,08h40m06.43s,130.026779,+19d05m34.4s,19.092878,2.64484000,2457144.641000,,,,88.790,14.030000,0.05200,1.830,0.163,,5.300000e-01,,,,,,,,,15.031,17.873,16.248,,16.939,15.565,14.213,,12.183,11.605,11.370,11.175,11.030,10.980,8.451,1.625,0.578,0.235,0.813
1601,EPIC 211924657,2MASS J08400641+1905346,EPIC 211924657.01,K2-146 b,CANDIDATE,<a refstr=LIBRALATO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1780L/abstract target=ref>Libralato et al. 2016</a>,CONFIRMED,,5,0,08h40m06.43s,130.026779,+19d05m34.4s,19.092878,2.64425900,2457142.002608,0.327400,,,90.000,,0.05630,,0.123,,,,,,,,,0.23,,15.031,17.873,16.248,,16.939,15.565,14.213,,12.183,11.605,11.370,11.175,11.030,10.980,8.451,1.625,0.578,0.235,0.813
1602,EPIC 211924657,2MASS J08400641+1905346,EPIC 211924657.01,K2-146 b,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,5,0,08h40m06.43s,130.026779,+19d05m34.4s,19.092878,2.64500000,2457141.999000,0.236500,0.0585000,0.0000,,,0.04863,,,,,,,,,,,,,15.031,17.873,16.248,,16.939,15.565,14.213,,12.183,11.605,11.370,11.175,11.030,10.980,8.451,1.625,0.578,0.235,0.813
1603,EPIC 211924657,2MASS J08400641+1905346,EPIC 211924657.01,K2-146 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,5,0,08h40m06.43s,130.026779,+19d05m34.4s,19.092878,2.64484500,2457144.641430,,0.0638000,1.1300,,,0.19510,10.700,0.950,,,,,,,,,0.50,,15.031,17.873,16.248,,16.939,15.565,14.213,,12.183,11.605,11.370,11.175,11.030,10.980,8.451,1.625,0.578,0.235,0.813
1604,EPIC 211925181,2MASS J08235139+1906032,EPIC 211925181.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,08h23m51.40s,125.964149,+19d06m03.3s,19.100912,8.84100000,2457146.004400,0.155000,0.0730000,,,33.700000,0.03810,2.430,,,,,,,,,,0.58,,15.613,17.159,16.166,,16.798,15.647,15.106,,13.784,13.177,13.035,12.964,12.966,12.467,8.357,0.993,0.607,0.142,0.749
1605,EPIC 211925595,2MASS J08514995+1906271,EPIC 211925595.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h51m49.95s,132.958130,+19d06m27.1s,19.107531,45.38331501,2457143.161193,0.229000,0.2262083,,,,,,,,,,,,,,,,,14.466,15.747,14.773,,15.237,14.396,14.136,,13.022,12.505,12.427,12.384,12.468,12.425,8.789,0.974,0.517,0.078,0.595
1606,EPIC 211928959,2MASS J08535580+1909325,EPIC 211928959.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,08h53m55.82s,133.482574,+19d09m32.8s,19.159113,0.85846200,2458096.166440,24.856800,0.0845000,,,,,,,,,,,,,,,,,16.703,,,,,,,,15.320,14.870,14.777,14.301,14.290,12.323,8.675,,0.450,0.093,0.543
1607,EPIC 211929937,2MASS J08364282+1910257,EPIC 211929937.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,5,0,08h36m42.83s,129.178452,+19d10m25.7s,19.173813,3.47664200,2457142.412250,,0.1058000,0.1100,,,0.12520,11.500,1.030,,,,,,,,,0.84,,14.156,15.223,14.434,,14.804,14.147,13.878,,12.873,12.454,12.351,12.330,12.375,11.562,8.098,0.789,0.419,0.103,0.522
1608,EPIC 211929937,2MASS J08364282+1910257,EPIC 211929937.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,5,0,08h36m42.83s,129.178452,+19d10m25.7s,19.173813,3.47700000,2457142.412000,1.794100,0.0918700,0.0160,,,0.13395,,,,,,,,,,,,,14.156,15.223,14.434,,14.804,14.147,13.878,,12.873,12.454,12.351,12.330,12.375,11.562,8.098,0.789,0.419,0.103,0.522
1609,EPIC 211929937,2MASS J08364282+1910257,EPIC 211929937.01,,CANDIDATE,<a refstr=LIBRALATO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1780L/abstract target=ref>Libralato et al. 2016</a>,CANDIDATE,,5,0,08h36m42.83s,129.178452,+19d10m25.7s,19.173813,3.47663300,2457142.412293,2.086800,,,87.740,,0.13410,,1.130,,,,,,,,,0.86,,14.156,15.223,14.434,,14.804,14.147,13.878,,12.873,12.454,12.351,12.330,12.375,11.562,8.098,0.789,0.419,0.103,0.522
1610,EPIC 211929937,2MASS J08364282+1910257,EPIC 211929937.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,5,0,08h36m42.83s,129.178452,+19d10m25.7s,19.173813,3.47701312,2457142.410652,2.062000,0.1102500,,,,,,,,,,,,,,,,,14.156,15.223,14.434,,14.804,14.147,13.878,,12.873,12.454,12.351,12.330,12.375,11.562,8.098,0.789,0.419,0.103,0.522
1611,EPIC 211929937,2MASS J08364282+1910257,EPIC 211929937.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,08h36m42.83s,129.178452,+19d10m25.7s,19.173813,3.47665060,2457142.412110,2.096100,0.1077000,,,11.330000,0.13140,12.600,,,,,,,,,,0.88,,14.156,15.223,14.434,,14.804,14.147,13.878,,12.873,12.454,12.351,12.330,12.375,11.562,8.098,0.789,0.419,0.103,0.522
1612,EPIC 211934173,2MASS J08384586+1914167,EPIC 211934173.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,5,1,08h38m45.86s,129.691101,+19d14m16.8s,19.237999,0.52045100,2458095.601630,3.419600,0.0259000,,,,,,,,,,,,,,,,,18.229,,,,,,,,16.671,16.405,15.598,,,,,,0.266,0.807,1.073
1613,EPIC 211939692,2MASS J08333645+1919128,EPIC 211939692.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,08h33m36.44s,128.401840,+19d19m12.9s,19.320250,,2457170.523100,0.099800,0.4138000,,,,0.03051,4.310,,,,,,,,,,1.29,,11.750,11.881,11.529,,12.020,11.709,11.633,,10.872,10.665,10.601,10.541,10.600,10.547,8.353,0.352,0.207,0.064,0.271
1614,EPIC 211939692,2MASS J08333645+1919128,EPIC 211939692.03,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,08h33m36.44s,128.401840,+19d19m12.9s,19.320250,,2457191.890600,0.058500,0.5290000,,,,0.02308,3.260,,,,,,,,,,1.29,,11.750,11.881,11.529,,12.020,11.709,11.633,,10.872,10.665,10.601,10.541,10.600,10.547,8.353,0.352,0.207,0.064,0.271
1615,EPIC 211939692,2MASS J08333645+1919128,EPIC 211939692.04,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,08h33m36.44s,128.401840,+19d19m12.9s,19.320250,26.86620000,2457166.045000,0.047900,0.3550000,,,21.800000,0.02090,2.950,,,,,,,,,,1.29,,11.750,11.881,11.529,,12.020,11.709,11.633,,10.872,10.665,10.601,10.541,10.600,10.547,8.353,0.352,0.207,0.064,0.271
1616,EPIC 211939692,2MASS J08333645+1919128,EPIC 211939692.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,08h33m36.44s,128.401840,+19d19m12.9s,19.320250,39.54380000,2457173.989200,0.051100,0.3330000,,,19.500000,0.02330,3.280,,,,,,,,,,1.29,,11.750,11.881,11.529,,12.020,11.709,11.633,,10.872,10.665,10.601,10.541,10.600,10.547,8.353,0.352,0.207,0.064,0.271
1617,EPIC 211941472,2MASS J08414765+1920510,EPIC 211941472.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,5,0,08h41m47.66s,130.448578,+19d20m51.0s,19.347498,5.78000000,2457143.635000,0.010100,0.1307500,0.1540,,,0.01006,,,,,,,,,,,,,11.788,12.633,11.949,,12.240,11.789,11.594,,10.776,10.472,10.387,10.352,10.400,10.362,8.418,0.684,0.304,0.085,0.389
1618,EPIC 211941472,2MASS J08414765+1920510,EPIC 211941472.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,5,0,08h41m47.66s,130.448578,+19d20m51.0s,19.347498,5.78185300,2457143.616860,,,,87.580,10.157933,0.00956,1.443,0.130,,,,,5739.00,4.11,0.020,[Fe/H],1.38,,11.788,12.633,11.949,,12.240,11.789,11.594,,10.776,10.472,10.387,10.352,10.400,10.362,8.418,0.684,0.304,0.085,0.389
1619,EPIC 211941472,2MASS J08414765+1920510,EPIC 211941472.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,08h41m47.66s,130.448578,+19d20m51.0s,19.347498,5.78370000,2457143.609800,0.010700,0.1750000,,,9.200000,0.00960,1.380,,,,,,,,,,1.31,,11.788,12.633,11.949,,12.240,11.789,11.594,,10.776,10.472,10.387,10.352,10.400,10.362,8.418,0.684,0.304,0.085,0.389
1620,EPIC 211942157,2MASS J08505120+1921262,EPIC 211942157.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,5,1,08h50m51.19s,132.713303,+19d21m26.2s,19.357271,1.32429200,2458096.377980,24.931700,0.2452000,,,,,,,,,,,,,,,,,12.051,12.007,12.129,,12.132,12.025,12.052,,11.746,11.554,11.495,11.171,11.195,11.183,8.947,-0.122,0.192,0.059,0.251
1621,EPIC 211945201,2MASS J09061775+1924080,EPIC 211945201.01,EPIC 211945201 b,CANDIDATE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,CONFIRMED,,5,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,19.49196500,2458113.940470,0.177700,0.1240000,,,,,6.800,,,,,,6320.00,4.22,,,1.49,,10.115,10.937,10.154,,10.479,10.038,9.959,,9.144,8.908,8.837,8.822,8.844,8.810,8.623,0.783,0.236,0.071,0.307
1622,EPIC 211945201,2MASS J09061775+1924080,EPIC 211945201.01,EPIC 211945201 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,5,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,19.50735025,2457158.821705,0.150000,0.1646250,,,,,,,,,,,,,,,,,10.115,10.937,10.154,,10.479,10.038,9.959,,9.144,8.908,8.837,8.822,8.844,8.810,8.623,0.783,0.236,0.071,0.307
1623,EPIC 211945201,2MASS J09061775+1924080,EPIC 211945201.01,EPIC 211945201 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,5,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,19.49213200,2457158.824810,,0.1492000,0.4600,,,0.03730,6.000,0.540,,,,,,,,,1.48,,10.115,10.937,10.154,,10.479,10.038,9.959,,9.144,8.908,8.837,8.822,8.844,8.810,8.623,0.783,0.236,0.071,0.307
1624,EPIC 211945201,2MASS J09061775+1924080,EPIC 211945201.01,EPIC 211945201 b,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,5,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,19.49100000,2457158.827000,0.138100,0.1403700,0.0350,,,0.03717,,,,,,,,,,,,,10.115,10.937,10.154,,10.479,10.038,9.959,,9.144,8.908,8.837,8.822,8.844,8.810,8.623,0.783,0.236,0.071,0.307
1625,EPIC 211945201,2MASS J09061775+1924080,EPIC 211945201.01,EPIC 211945201 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,5,1,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,19.49183000,2457158.825980,0.163900,0.1486000,,,38.900000,0.03900,5.960,,,,,,,,,,1.40,,10.115,10.937,10.154,,10.479,10.038,9.959,,9.144,8.908,8.837,8.822,8.844,8.810,8.623,0.783,0.236,0.071,0.307
1626,EPIC 211945201,2MASS J09061775+1924080,EPIC 211945201.01,EPIC 211945201 b,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,5,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,19.49179500,2457158.825910,,,,89.333,39.029830,0.03801,5.847,0.520,,1.640000e-01,,,6046.00,4.14,0.050,[Fe/H],1.41,,10.115,10.937,10.154,,10.479,10.038,9.959,,9.144,8.908,8.837,8.822,8.844,8.810,8.623,0.783,0.236,0.071,0.307
1627,EPIC 211946007,2MASS J08423943+1924520,EPIC 211946007.01,,FALSE POSITIVE,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,5,0,08h42m39.44s,130.664322,+19d24m52.0s,19.414446,1.98280000,2457139.152780,9.330000,,,,,,,,,,,,,,,,,,16.570,,,,,,,,14.348,13.769,13.499,,,,,,0.579,0.270,0.849
1628,EPIC 211946007,2MASS J08423943+1924520,EPIC 211946007.01,,CANDIDATE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,Identified as brown dwarf by <a href=http://adsabs.harvard.edu/abs/2017ApJ...849...11G target=ref>Gillen et al. 2017</a>.,5,1,08h42m39.44s,130.664322,+19d24m52.0s,19.414446,1.98280900,2458096.849860,21.376200,0.0568000,,,,,,,,,,,3330.00,4.96,,,0.29,,16.570,,,,,,,,14.348,13.769,13.499,,,,,,0.579,0.270,0.849
1629,EPIC 211955798,2MASS J08505157+1933442,EPIC 211955798.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,08h50m51.57s,132.714874,+19d33m44.1s,19.562262,0.61644400,2458096.060870,0.567400,0.0290000,,,,,,,,,,,,,,,,,14.902,16.195,15.125,,15.661,14.809,14.577,,13.288,12.732,12.620,12.579,12.579,12.160,8.864,1.070,0.556,0.112,0.668
1630,EPIC 211964001,2MASS J08402614+1941111,EPIC 211964001.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,08h40m26.13s,130.108887,+19d41m11.4s,19.686495,7.21807100,2458099.518470,3.203500,0.1993000,,,,,,,,,,,,,,,,,9.402,9.594,9.147,,9.848,9.474,9.210,,8.563,8.460,8.365,8.363,8.378,8.390,7.704,0.447,0.103,0.095,0.198
1631,EPIC 211964025,2MASS J08402075+1941120,EPIC 211964025.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,08h40m20.75s,130.086441,+19d41m12.3s,19.686737,7.21962600,2458099.506480,3.179600,0.2035000,,,,,,,,,,,,,,,,,7.605,7.820,7.578,,,,,,7.327,7.294,7.275,7.177,7.273,7.320,7.737,0.242,0.033,0.019,0.052
1632,EPIC 211964332,2MASS J08384885+1941286,EPIC 211964332.01,,CANDIDATE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,CANDIDATE,,16,1,08h38m48.85s,129.703552,+19d41m28.6s,19.691265,7.22053700,2458099.503700,0.398300,0.1714000,,,,,,,,,,,5420.00,4.43,,,0.93,,14.533,15.648,14.718,,15.164,14.481,14.262,,13.199,12.775,12.620,12.647,12.691,11.203,8.291,0.930,0.424,0.155,0.579
1633,EPIC 211964555,2MASS J08383929+1941401,EPIC 211964555.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,08h38m39.29s,129.663727,+19d41m40.2s,19.694492,7.22094300,2458099.500890,3.466700,0.2204000,,,,,,,,,,,,,,,,,18.314,,,23.259,20.667,19.149,17.306,16.301,14.704,14.099,13.868,,,,,,0.605,0.231,0.836
1634,EPIC 211965883,2MASS J09043771+1942525,EPIC 211965883.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017arXiv170307416D/abstract target=ref>Dressing et al. 2017</a>,CANDIDATE,,5,0,09h04m37.73s,136.157196,+19d42m52.5s,19.714584,10.55632000,2457167.605000,,,,88.320,29.690000,0.04400,2.860,0.255,,3.400000e-01,,,,,,,,,14.138,15.967,14.633,,15.407,14.105,13.594,,12.184,11.565,11.361,11.318,11.381,10.919,8.724,1.334,0.619,0.204,0.823
1635,EPIC 211965883,2MASS J09043771+1942525,EPIC 211965883.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,5,0,09h04m37.73s,136.157196,+19d42m52.5s,19.714584,10.55500000,2457146.496000,0.124900,0.0544600,0.3000,,,0.03534,,,,,,,,,,,,,14.138,15.967,14.633,,15.407,14.105,13.594,,12.184,11.565,11.361,11.318,11.381,10.919,8.724,1.334,0.619,0.204,0.823
1636,EPIC 211965883,2MASS J09043771+1942525,EPIC 211965883.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,09h04m37.73s,136.157196,+19d42m52.5s,19.714584,10.55532000,2457146.494700,0.158000,0.0700000,,,41.000000,0.03890,2.640,,,,,,,,,,0.62,,14.138,15.967,14.633,,15.407,14.105,13.594,,12.184,11.565,11.361,11.318,11.381,10.919,8.724,1.334,0.619,0.204,0.823
1637,EPIC 211969807,2MASS J08383283+1946256,EPIC 211969807.01,K2-104 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,5,1,08h38m32.82s,129.636749,+19d46m25.8s,19.773829,1.97420200,2457140.379400,0.174900,0.0660000,,,8.600000,0.04000,2.430,,,,,,,,,,0.56,,15.149,,,,,,,,12.878,12.252,12.014,11.905,11.835,11.129,8.149,,0.626,0.238,0.864
1638,EPIC 211969807,2MASS J08383283+1946256,EPIC 211969807.01,K2-104 b,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017arXiv170307416D/abstract target=ref>Dressing et al. 2017</a>,CONFIRMED,,5,0,08h38m32.82s,129.636749,+19d46m25.8s,19.773829,1.97424000,2457175.915000,,,,88.020,9.970000,0.03700,1.960,0.175,,8.600000e-02,,,,,,,,,15.149,,,,,,,,12.878,12.252,12.014,11.905,11.835,11.129,8.149,,0.626,0.238,0.864
1639,EPIC 211969807,2MASS J08383283+1946256,EPIC 211969807.01,K2-104 b,CANDIDATE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,CONFIRMED,,5,0,08h38m32.82s,129.636749,+19d46m25.8s,19.773829,1.97499100,2458095.862910,0.131000,0.0705000,,,,,,,,,,,3820.00,4.77,,,0.48,,15.149,,,,,,,,12.878,12.252,12.014,11.905,11.835,11.129,8.149,,0.626,0.238,0.864
1640,EPIC 211969807,2MASS J08383283+1946256,EPIC 211969807.01,K2-104 b,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,5,0,08h38m32.82s,129.636749,+19d46m25.8s,19.773829,1.97400000,2457140.376000,0.132500,0.0586300,0.0000,,,0.03640,,,,,,,,,,,,,15.149,,,,,,,,12.878,12.252,12.014,11.905,11.835,11.129,8.149,,0.626,0.238,0.864
